	sample_id	pred_labels	true_label	probas	nlayers
0	SRR952102	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
1	SRR1770705	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil', 'root-Environmental-Terrestrial-Soil-Grasslands']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
2	SRR2058017	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil', 'root-Environmental-Terrestrial-Soil-Agricultural']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
3	SRR950733	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
4	ERR543070	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
5	SRR1030780	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
6	SRR2559612	root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Grasslands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Desert,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Permafrost,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Wetlands,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Sand,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Boreal_forest,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Contaminated,root,root-Environmental,root-Environmental-Terrestrial,root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Crop	['root', 'root-Environmental', 'root-Environmental-Terrestrial', 'root-Environmental-Terrestrial-Soil']	SRR2058017|root-Environmental-Terrestrial-Soil,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Crop-Agricultural_land,root-Environmental-Terrestrial-Soil-Wetlands,root-Environmental-Terrestrial-Soil-Loam-Agricultural,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop SRR2058017|root-Environmental-Terrestrial-Soil-Agricultural 0.12228631389209393,0.036345055593156074,0.4040915397376367,0.036618853528404195,0.037657308867770335,0.035991053463486446,0.037618763359696626,0.038873379380757474,0.03891935751191212,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.03427324827001754,0.04023213331499872	['1', '2', '3', '4', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '6', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5', '1', '2', '3', '4', '5']
